1669233284.9153328|28cdc105d138|0|Network Checkin|
1669233286.0850003|28cdc105ce47|0|Network Checkin|
1669233306.9716978|28cdc105ce45|0|Network Checkin|
1669233310.5505457|28cdc105ce6b|0|Network Checkin|
1669233824.27984|28cdc105d188|0|Network Checkin|
1669234192.5964386|28cdc105d188|0|Network Checkin|
1669234658.9801674|28cdc105d188|0|Network Checkin|
1669234762.1772656|28cdc105d188|0|Network Checkin|
1669234882.2386894|28cdc105d188|0|Network Checkin|
1669235287.5004478|28cdc105d154|0|Network Checkin|
1669235487.9395556|28cdc105d154|0|Network Checkin|
1669235674.0303688|28cdc105ce6a|0|Network Checkin|
1669235825.4123302|28cdc105ce6a|0|Network Checkin|
1669235976.8259723|28cdc105d137|0|Network Checkin|
1669236121.619568|28cdc105d137|0|Network Checkin|
1669236190.6660984|28cdc105d188|1|48|-60
1669236191.1260586|28cdc105ce6a|1|49|-61
1669236200.694195|28cdc105ce6b|1|71|-62
1669236202.7845304|28cdc105ce47|1|50|-59
1669236203.4612885|28cdc105d138|1|60|-56
1669236203.9295719|28cdc105ce45|1|100|-62
1669236206.0532222|28cdc105ce6a|1|63|-63
1669236208.6523352|28cdc105d188|1|3081|-54
1669236214.1050384|28cdc105d137|1|46|-62
1669236215.6078656|28cdc105ce6b|1|43|-61
1669236217.6965811|28cdc105ce47|1|45|-58
1669236218.372909|28cdc105d138|1|43|-54
1669236218.8427072|28cdc105ce45|1|54|-66
1669236220.1728415|28cdc105d154|1|51|-55
1669236220.5554144|28cdc105d188|1|52|-55
1669236221.976148|28cdc105ce6a|1|55|-62
1669236229.0178988|28cdc105d137|1|48|-61
1669236230.5209668|28cdc105ce6b|1|46|-61
1669236233.2859538|28cdc105d138|1|46|-58
1669236233.6338146|28cdc105ce47|1|74|-57
1669236233.7549508|28cdc105ce45|1|84|-64
1669236235.0218556|28cdc105d154|1|162|-61
1669236235.4685752|28cdc105d188|1|55|-54
1669236236.8884037|28cdc105ce6a|1|103|-65
1669236244.4431016|28cdc105d137|1|271|-62
1669236245.4338412|28cdc105ce6b|1|45|-60
1669236248.2014773|28cdc105d138|1|46|-56
1669236248.5459933|28cdc105ce47|1|75|-55
1669236249.6937888|28cdc105ce45|1|54|-68
1669236249.8709161|28cdc105d154|1|48|-65
1669236250.382372|28cdc105d188|1|46|-56
1669236251.8021455|28cdc105ce6a|1|47|-63
1669236258.3951802|28cdc105d137|1|98|-61
1669236260.3488758|28cdc105ce6b|1|44|-59
1669236263.111868|28cdc105d138|1|47|-56
1669236263.4589984|28cdc105ce47|1|66|-56
1669236264.60569|28cdc105ce45|1|47|-65
1669236264.7205045|28cdc105d154|1|59|-63
1669236265.2953188|28cdc105d188|1|46|-54
1669236266.7143898|28cdc105ce6a|1|83|-67
1669236273.3087995|28cdc105d137|1|48|-62
1669236275.323894|28cdc105ce6b|1|44|-60
1669236278.0409563|28cdc105d138|1|68|-55
1669236278.3728573|28cdc105ce47|1|48|-56
1669236279.5177925|28cdc105ce45|1|52|-64
1669236279.5688827|28cdc105d154|1|64|-69
1669236280.2084985|28cdc105d188|1|43|-56
1669236281.6319785|28cdc105ce6a|1|46|-65
1669236288.2232945|28cdc105d137|1|63|-62
1669236290.2362146|28cdc105ce6b|1|65|-60
1669236292.9371924|28cdc105d138|1|45|-58
1669236293.2850354|28cdc105ce47|1|52|-56
1669236294.4306054|28cdc105ce45|1|125|-67
1669236295.1207376|28cdc105d188|1|68|-62
1669236295.4420857|28cdc105d154|1|57|-62
1669236296.5436172|28cdc105ce6a|1|51|-62
1669236304.2228823|28cdc105d137|1|49|-63
1669236305.6651912|28cdc105ce6b|1|344|-60
1669236307.850181|28cdc105d138|1|45|-55
1669236308.199053|28cdc105ce47|1|52|-56
1669236309.343718|28cdc105ce45|1|86|-67
1669236310.033798|28cdc105d188|1|58|-59
1669236310.291264|28cdc105d154|1|49|-65
1669236311.4535666|28cdc105ce6a|1|96|-63
1669236319.1357996|28cdc105d137|1|53|-61
1669236320.5740802|28cdc105ce6b|1|50|-58
1669236322.7654917|28cdc105d138|1|56|-56
1669236323.1121528|28cdc105ce47|1|49|-56
1669236324.2565527|28cdc105ce45|1|60|-63
1669236324.9473498|28cdc105d188|1|46|-56
1669236325.1440313|28cdc105d154|1|56|-64
1669236326.417682|28cdc105ce6a|1|175|-65
1669236334.0480347|28cdc105d137|1|56|-65
1669236335.4891825|28cdc105ce6b|1|82|-59
1669236337.6777334|28cdc105d138|1|62|-58
1669236338.024082|28cdc105ce47|1|50|-59
1669236340.0007885|28cdc105d154|1|61|-66
1669236340.8843029|28cdc105d188|1|69|-64
1669236341.3446226|28cdc105ce6a|1|47|-67
1669236348.963885|28cdc105d137|1|47|-63
1669236350.4000957|28cdc105ce6b|1|61|-61
1669236352.5898874|28cdc105d138|1|51|-56
1669236352.9372945|28cdc105ce47|1|98|-57
1669236353.900452|28cdc105ce45|1|55|-65
1669236355.2251863|28cdc105d154|1|57|-66
1669236355.796739|28cdc105d188|1|71|-67
1669236356.2572982|28cdc105ce6a|1|50|-66
1669236363.8747418|28cdc105d137|1|47|-60
1669236365.3138194|28cdc105ce6b|1|45|-61
